,wage
6139,0.88
6140,0.48
6141,0.0
6142,0.08
6143,0.36
6144,0.56
6145,0.0
6146,0.2
6147,0.12
6148,1.0
6149,0.28
6150,0.0
6151,0.04
6152,0.0
6153,0.0
6154,0.36
6155,0.4
6156,0.04
6157,0.24
6158,0.0
6159,0.2
6160,0.0
6161,0.68
6162,0.36
6163,0.16
6164,0.68
6165,0.04
6166,0.64
6167,0.08
6168,0.12
6169,0.08
6170,0.0
6171,0.16
6172,0.12
6173,0.4
6174,0.08
6175,0.0
6176,0.04
6177,0.96
6178,0.08
6179,0.16
6180,0.12
6181,0.04
6182,0.92
6183,0.52
6184,0.68
6185,0.4
6186,0.08
6187,0.0
6188,0.0
6189,0.0
6190,0.44
6191,0.0
6192,0.04
6193,0.2
6194,0.08
6195,0.0
6196,0.08
6197,0.4
6198,0.36
6199,0.12
6200,0.24
6201,0.0
6202,0.0
6203,0.52
6204,0.4
6205,0.56
6206,0.0
6207,0.16
6208,0.28
6209,0.32
6210,0.0
6211,0.2
6212,0.24
6213,0.0
6214,0.08
6215,0.04
6216,0.2
6217,0.6
6218,0.72
6219,0.0
6220,0.76
6221,0.0
6222,0.0
6223,0.72
6224,0.0
6225,0.12
6226,0.0
6227,0.0
6228,0.16
6229,0.8
6230,0.28
6231,0.36
6232,0.0
6233,0.0
6234,0.56
6235,0.12
6236,0.0
6237,0.0
6238,0.32
6239,0.0
6240,0.0
6241,0.72
6242,0.8
6243,0.0
6244,0.48
6245,0.04
6246,0.0
6247,0.4
6248,0.48
6249,0.4
6250,0.0
6251,0.0
6252,0.04
6253,0.4
6254,0.4
6255,0.08
6256,0.0
6257,0.0
6258,0.0
6259,0.04
6260,0.0
6261,0.32
6262,0.2
6263,0.0
6264,0.04
6265,0.28
6266,0.0
6267,0.0
6268,0.16
6269,0.0
6270,0.2
6271,0.52
6272,0.12
6273,0.08
6274,0.0
6275,0.04
6276,0.12
6277,0.0
6278,0.52
6279,0.88
6280,0.0
6281,0.04
6282,0.08
6283,0.0
6284,0.16
6285,0.12
6286,0.08
6287,0.76
6288,0.0
6289,0.68
6290,0.04
6291,0.72
6292,0.16
6293,0.08
6294,0.0
6295,1.0
6296,0.24
6297,0.32
6298,0.08
6299,0.32
6300,0.08
6301,0.64
6302,0.16
6303,0.0
6304,0.12
6305,0.28
6306,0.0
6307,0.04
6308,0.0
6309,0.32
6310,0.0
6311,1.0
6312,0.44
6313,0.04
6314,0.08
6315,0.0
6316,0.16
6317,0.96
6318,0.0
6319,0.0
6320,0.04
6321,0.2
6322,0.76
6323,0.0
6324,0.84
6325,0.0
6326,0.04
6327,1.0
6328,0.96
6329,0.56
6330,0.0
6331,0.28
6332,0.12
6333,0.76
6334,0.0
6335,0.4
6336,0.4
6337,0.28
6338,0.56
6339,0.44
6340,0.28
6341,0.0
6342,0.84
6343,0.4
6344,0.64
6345,0.0
6346,0.8
6347,0.0
6348,0.6
6349,0.32
6350,0.04
6351,0.4
6352,0.04
6353,0.12
6354,0.4
6355,0.12
6356,0.12
6357,0.36
6358,0.08
6359,0.36
6360,0.04
6361,0.4
6362,0.52
6363,0.04
6364,0.12
6365,0.08
6366,0.0
6367,0.52
6368,0.0
6369,0.24
6370,0.24
6371,0.92
6372,0.56
6373,0.04
6374,0.04
6375,0.0
6376,0.48
6377,0.08
6378,0.0
6379,0.16
6380,0.16
6381,0.04
6382,0.76
6383,0.4
6384,0.0
6385,0.0
6386,0.16
6387,0.2
6388,0.0
6389,0.56
6390,0.16
6391,0.28
6392,0.04
6393,0.4
6394,0.0
6395,0.44
6396,0.36
6397,0.68
6398,0.0
6399,0.04
6400,0.04
6401,0.88
6402,0.2
6403,0.0
6404,0.04
6405,0.48
6406,0.0
6407,0.12
6408,0.2
6409,0.52
6410,0.92
6411,0.0
6412,0.0
6413,0.56
6414,0.0
6415,0.0
6416,0.6
6417,0.68
6418,0.0
6419,0.08
6420,0.0
6421,0.28
6422,0.0
6423,0.76
6424,0.24
6425,0.0
6426,0.0
6427,0.04
6428,0.16
6429,0.8
6430,0.0
6431,0.0
6432,0.0
6433,0.0
6434,0.0
6435,0.88
6436,0.32
6437,0.28
6438,0.36
6439,0.04
6440,0.12
6441,0.0
6442,0.0
6443,0.32
6444,0.0
6445,0.0
6446,0.88
6447,0.0
6448,0.04
6449,0.0
6450,0.2
6451,0.0
6452,0.04
6453,0.08
6454,0.4
6455,0.0
6456,0.0
6457,0.68
6458,0.2
6459,0.0
6460,0.04
6461,0.0
6462,0.24
6463,0.64
6464,0.4
6465,0.52
6466,0.6
6467,1.0
6468,0.8
6469,0.16
6470,0.24
6471,0.6
6472,0.0
6473,0.0
6474,0.44
6475,0.0
6476,0.0
6477,0.96
6478,0.72
6479,0.48
6480,0.04
6481,0.68
6482,1.0
6483,0.08
6484,0.72
6485,0.6
6486,0.0
6487,0.0
6488,0.0
6489,0.0
6490,0.0
6491,0.04
6492,0.92
6493,0.0
6494,0.0
6495,0.52
6496,0.0
6497,0.04
6498,0.08
6499,0.0
6500,0.28
6501,0.0
6502,0.64
6503,0.0
6504,0.52
6505,0.0
6506,0.24
6507,0.56
6508,0.12
6509,0.8
6510,0.04
6511,0.28
6512,0.0
6513,0.32
6514,0.24
6515,0.84
6516,0.48
6517,0.88
6518,0.16
6519,0.2
6520,0.0
6521,0.04
6522,0.0
6523,0.92
6524,0.0
6525,0.0
6526,0.12
6527,0.0
6528,0.52
6529,0.16
6530,0.8
6531,0.0
6532,0.44
6533,0.0
6534,0.12
6535,0.76
6536,0.0
6537,0.0
6538,0.4
6539,0.12
6540,0.76
6541,0.0
6542,0.0
6543,0.8
6544,0.24
6545,0.0
6546,0.88
6547,0.0
6548,0.0
6549,0.04
6550,0.32
6551,0.0
6552,0.36
6553,0.0
6554,0.64
6555,0.0
6556,0.0
6557,0.24
6558,0.12
6559,0.76
6560,0.04
6561,0.04
6562,0.0
6563,0.16
6564,0.76
6565,0.2
6566,0.08
6567,0.36
6568,0.04
6569,0.0
6570,0.0
6571,0.0
6572,0.32
6573,0.08
6574,0.0
6575,0.08
6576,0.0
6577,0.2
6578,0.0
6579,0.68
6580,0.24
6581,0.48
6582,0.0
6583,0.0
6584,0.96
6585,0.88
6586,0.04
6587,0.76
6588,0.8
6589,0.48
6590,0.04
6591,0.0
6592,0.08
6593,0.0
6594,0.28
6595,0.0
6596,0.24
6597,0.0
6598,0.08
6599,0.6
6600,0.16
6601,0.96
6602,0.64
6603,0.0
6604,0.0
6605,0.0
6606,0.08
6607,0.0
6608,0.0
6609,0.08
6610,0.6
6611,0.08
6612,0.6
6613,0.0
6614,0.32
6615,0.44
6616,0.08
6617,0.48
6618,0.08
6619,0.48
6620,0.12
6621,0.52
6622,0.16
6623,0.0
6624,0.04
6625,0.0
6626,0.6
6627,0.36
6628,0.0
6629,0.0
6630,0.2
6631,0.6
6632,0.04
6633,0.6
6634,0.08
6635,0.48
6636,0.0
6637,0.04
6638,0.88
6639,0.04
6640,0.12
6641,0.0
6642,0.04
6643,0.04
6644,0.0
6645,0.0
6646,0.24
6647,0.6
6648,0.0
6649,0.0
6650,0.56
6651,0.0
6652,0.8
6653,0.2
6654,0.44
6655,0.28
6656,0.0
6657,0.04
6658,0.0
6659,0.52
6660,0.0
6661,0.4
6662,0.0
6663,0.28
6664,0.44
6665,0.28
6666,0.04
6667,0.0
6668,0.04
6669,0.0
6670,0.48
6671,0.0
6672,0.16
6673,0.0
6674,0.16
6675,0.84
6676,0.16
6677,0.32
6678,0.0
6679,0.04
6680,0.04
6681,0.56
6682,0.0
6683,0.24
6684,0.0
6685,0.16
6686,0.24
6687,0.28
6688,0.0
6689,0.0
6690,0.0
6691,0.2
6692,0.76
6693,0.2
6694,0.44
6695,0.8
6696,0.76
6697,0.0
6698,0.6
6699,0.0
6700,0.08
6701,0.92
6702,0.0
6703,0.08
6704,0.36
6705,0.08
6706,0.96
6707,0.0
6708,0.0
6709,0.0
6710,0.0
6711,0.0
6712,0.48
6713,0.48
6714,0.0
6715,0.08
6716,0.24
6717,0.0
6718,0.0
6719,0.12
6720,0.0
6721,0.72
6722,0.04
6723,0.32
6724,0.2
6725,0.16
6726,0.32
6727,0.88
6728,0.2
6729,0.0
6730,0.0
6731,0.12
6732,0.72
6733,0.0
6734,0.84
6735,0.12
6736,0.04
6737,0.0
6738,0.28
6739,0.04
6740,0.0
6741,0.44
6742,0.0
6743,0.04
6744,0.0
6745,0.24
6746,0.08
6747,0.12
6748,0.4
6749,0.08
6750,0.12
6751,0.08
6752,0.0
6753,0.2
6754,0.0
6755,0.12
6756,0.04
6757,0.56
6758,0.04
6759,0.48
6760,0.44
6761,0.64
6762,0.04
6763,0.0
6764,0.0
6765,0.0
6766,0.0
6767,0.88
6768,0.08
6769,0.0
6770,0.0
6771,0.28
6772,0.12
6773,0.0
6774,0.52
6775,0.0
6776,0.36
6777,0.32
6778,0.96
6779,0.0
6780,0.28
6781,0.56
6782,0.16
6783,0.0
6784,0.0
6785,0.08
6786,0.28
6787,0.0
6788,0.84
6789,0.52
6790,0.32
6791,0.72
6792,0.0
6793,0.0
6794,0.52
6795,0.56
6796,0.48
6797,0.36
6798,0.36
6799,0.64
6800,0.0
6801,0.0
6802,0.0
6803,0.0
6804,0.0
6805,0.0
6806,0.24
6807,0.0
6808,0.0
6809,0.92
6810,0.0
6811,0.4
6812,0.0
6813,0.08
6814,0.72
6815,0.76
6816,0.72
6817,0.04
6818,0.0
6819,0.0
6820,0.0
6821,0.12
6822,0.12
6823,0.0
6824,0.0
6825,0.36
6826,0.0
6827,0.0
6828,0.0
6829,0.0
6830,0.04
6831,0.0
6832,0.24
6833,0.0
6834,0.84
6835,0.68
6836,0.32
6837,0.24
6838,0.12
6839,0.16
6840,0.4
6841,0.0
6842,0.04
6843,0.0
6844,0.12
6845,0.08
6846,0.04
6847,0.16
6848,0.12
6849,0.0
6850,0.08
6851,0.0
6852,0.24
6853,0.52
6854,0.28
6855,0.0
6856,0.04
6857,0.0
6858,0.8
6859,0.08
6860,0.0
6861,0.68
6862,0.84
6863,0.08
6864,0.84
6865,0.12
6866,0.0
6867,0.04
6868,0.6
6869,0.36
6870,0.0
6871,0.0
6872,0.0
6873,0.08
6874,0.0
6875,0.0
6876,0.0
6877,0.64
6878,0.0
6879,0.16
6880,0.12
6881,0.0
6882,0.0
6883,0.4
6884,0.0
6885,0.0
6886,0.0
6887,0.32
6888,0.04
6889,0.72
6890,0.0
6891,0.12
6892,0.0
6893,0.12
6894,0.52
6895,0.0
6896,0.12
6897,0.04
6898,0.12
6899,0.72
6900,0.52
6901,0.0
6902,0.12
6903,0.4
6904,0.6
6905,0.04
6906,0.6
6907,0.6
6908,0.04
6909,0.92
6910,0.28
6911,0.0
6912,0.24
6913,0.24
6914,0.32
6915,0.08
6916,0.68
6917,0.36
6918,0.52
6919,0.0
6920,0.0
6921,0.04
6922,0.08
6923,0.0
6924,0.0
6925,0.68
6926,0.24
6927,0.28
6928,0.08
6929,0.0
6930,0.2
6931,0.2
6932,0.0
6933,0.4
6934,0.32
6935,0.04
6936,0.6
6937,0.0
6938,0.32
6939,0.56
6940,0.68
6941,0.04
6942,0.8
6943,0.0
6944,0.0
6945,0.04
6946,0.44
6947,0.0
6948,0.0
6949,0.36
6950,0.0
6951,0.0
6952,0.0
6953,0.32
6954,0.12
6955,0.28
6956,0.88
6957,0.0
6958,0.16
6959,0.16
6960,0.64
6961,0.4
6962,0.36
6963,0.0
6964,0.32
6965,0.92
6966,0.0
6967,0.84
6968,0.0
6969,0.0
6970,0.12
6971,0.0
6972,0.12
6973,0.32
6974,0.72
6975,0.92
6976,0.68
6977,0.48
6978,0.0
6979,0.04
6980,0.0
6981,0.28
6982,0.04
6983,0.64
6984,0.12
6985,0.36
6986,0.36
6987,0.04
6988,0.2
6989,0.36
6990,0.56
6991,0.0
6992,0.0
6993,0.12
6994,0.0
6995,0.0
6996,0.4
6997,0.4
6998,0.64
6999,0.12
7000,0.04
7001,0.2
7002,0.0
7003,0.24
7004,0.96
7005,0.68
7006,0.0
7007,0.08
7008,0.0
7009,0.88
7010,0.08
7011,0.0
7012,0.0
7013,0.0
7014,0.04
7015,0.04
7016,0.08
7017,0.6
7018,0.12
7019,0.0
7020,0.0
7021,0.04
7022,0.04
7023,0.32
7024,0.2
7025,0.0
7026,0.12
7027,0.12
7028,0.0
7029,0.28
7030,0.0
7031,0.16
7032,0.24
7033,0.0
7034,0.24
7035,0.2
7036,0.2
7037,0.12
7038,0.6
7039,0.44
7040,0.2
7041,0.36
7042,0.04
7043,0.68
7044,0.0
7045,0.0
7046,0.56
7047,0.32
7048,0.48
7049,0.0
7050,0.0
7051,0.0
7052,0.0
7053,0.0
7054,0.16
7055,0.0
7056,0.32
7057,0.44
7058,0.08
7059,0.24
7060,0.0
7061,0.92
7062,0.32
7063,0.0
7064,0.24
7065,0.0
7066,0.0
7067,0.08
7068,0.0
7069,0.52
7070,0.24
7071,0.0
7072,0.24
7073,0.28
7074,0.88
7075,0.0
7076,0.0
7077,0.12
7078,0.0
7079,0.56
7080,0.0
7081,0.16
7082,0.0
7083,0.0
7084,0.12
7085,0.44
7086,0.08
7087,0.6
7088,0.68
7089,0.0
7090,0.72
7091,0.48
7092,0.0
7093,0.0
7094,0.0
7095,0.12
7096,0.6
7097,0.28
7098,0.08
7099,0.28
7100,0.0
7101,0.12
7102,0.12
7103,0.28
7104,0.0
7105,0.0
7106,0.0
7107,0.04
7108,0.0
7109,0.08
7110,0.44
7111,0.16
7112,0.0
7113,0.4
7114,0.0
7115,0.56
7116,0.72
7117,0.8
7118,0.0
7119,0.28
7120,0.52
7121,0.0
7122,0.0
7123,0.88
7124,0.0
7125,0.48
7126,0.88
7127,0.0
7128,0.08
7129,0.0
7130,0.68
7131,0.36
7132,0.2
7133,0.04
7134,0.56
7135,0.0
7136,0.16
7137,0.0
7138,0.0
7139,0.08
7140,0.52
7141,0.04
7142,0.12
7143,0.0
7144,0.72
7145,0.32
7146,0.8
7147,0.16
7148,0.0
7149,0.24
7150,0.48
7151,0.0
7152,0.0
7153,0.0
7154,0.0
7155,0.04
7156,0.12
7157,0.36
7158,0.0
7159,0.28
7160,0.04
7161,0.64
7162,0.4
7163,0.0
7164,0.0
7165,0.0
7166,0.2
7167,0.04
7168,0.64
7169,0.32
7170,0.0
7171,0.0
7172,0.0
7173,0.24
7174,0.28
7175,0.52
7176,0.44
7177,0.0
7178,0.52
7179,0.0
7180,0.0
7181,0.0
7182,0.16
7183,0.0
7184,0.0
7185,0.64
7186,0.0
7187,0.6
7188,0.0
7189,0.0
7190,0.32
7191,0.08
7192,0.04
7193,0.32
7194,0.24
7195,0.0
7196,0.0
7197,0.0
7198,0.0
7199,0.0
7200,0.0
7201,0.0
7202,0.04
7203,0.08
7204,0.0
7205,0.04
7206,0.36
7207,0.0
7208,0.04
7209,0.0
7210,0.48
7211,0.36
7212,0.24
7213,0.08
7214,0.0
7215,0.08
7216,0.08
7217,0.44
7218,0.28
7219,0.0
7220,0.0
7221,0.16
7222,0.64
7223,0.0
7224,0.08
7225,1.0
7226,0.64
7227,0.36
7228,0.44
7229,0.0
7230,0.16
7231,0.0
7232,0.32
7233,0.64
7234,0.48
7235,0.04
7236,0.04
7237,0.0
7238,0.2
7239,0.04
7240,0.0
7241,0.0
7242,0.4
7243,0.04
7244,0.28
7245,0.32
7246,0.0
7247,0.48
7248,0.0
7249,0.12
7250,0.0
7251,0.08
7252,0.04
7253,0.0
7254,0.2
7255,0.48
7256,0.16
7257,0.0
7258,0.4
7259,0.0
7260,0.0
7261,0.6
7262,0.4
7263,0.08
7264,0.0
7265,0.08
7266,0.04
7267,0.0
7268,0.64
7269,0.04
7270,0.12
7271,0.16
7272,0.0
7273,0.0
7274,0.84
7275,0.48
7276,0.0
7277,0.28
7278,0.04
7279,0.4
7280,0.64
7281,0.48
7282,0.04
7283,0.0
7284,0.04
7285,0.52
7286,0.0
7287,0.0
7288,0.0
7289,0.16
7290,0.0
7291,0.0
7292,0.28
7293,0.32
7294,0.0
7295,0.0
7296,0.88
7297,0.0
7298,0.56
7299,0.24
7300,0.2
7301,0.64
7302,0.24
7303,0.0
7304,0.92
7305,0.92
7306,0.12
7307,0.12
7308,0.08
7309,0.16
7310,0.0
7311,0.0
7312,0.2
7313,0.36
7314,0.88
7315,0.0
7316,0.04
7317,0.0
7318,0.04
7319,0.24
7320,0.32
7321,0.4
7322,0.52
7323,0.68
7324,0.36
7325,0.0
7326,0.0
7327,0.0
7328,0.0
7329,0.16
7330,0.0
7331,0.0
7332,0.64
7333,0.0
7334,0.08
7335,0.68
7336,0.04
7337,0.04
7338,0.12
7339,0.36
7340,0.0
7341,0.56
7342,0.56
7343,0.08
7344,0.04
7345,0.16
7346,0.52
7347,0.92
7348,0.32
7349,0.4
7350,0.04
7351,0.52
7352,0.32
7353,0.0
7354,0.0
7355,0.36
7356,1.0
7357,0.0
7358,0.0
7359,0.64
7360,0.56
7361,0.16
7362,0.2
7363,0.0
7364,0.96
7365,0.68
7366,0.84
7367,0.08
7368,0.0
7369,0.56
7370,0.08
7371,0.0
7372,0.0
7373,0.0
7374,0.0
7375,0.0
7376,0.0
7377,0.0
7378,0.76
7379,0.36
7380,0.04
7381,0.52
7382,0.4
7383,0.64
7384,0.6
7385,0.6
7386,0.0
7387,0.88
7388,0.0
7389,0.0
7390,0.0
7391,0.8
7392,0.16
7393,0.0
7394,0.04
7395,0.56
7396,0.36
7397,0.0
7398,0.0
7399,0.04
7400,1.0
7401,0.0
7402,0.88
7403,0.04
7404,0.68
7405,0.04
7406,0.16
7407,0.04
7408,0.0
7409,0.0
7410,0.48
7411,0.0
7412,0.16
7413,0.52
7414,0.76
7415,0.0
7416,0.56
7417,0.72
7418,0.24
7419,0.92
7420,0.32
7421,0.36
7422,0.0
7423,0.6
7424,0.8
7425,0.12
7426,0.52
7427,0.88
7428,0.68
7429,0.0
7430,0.96
7431,0.0
7432,0.0
7433,0.2
7434,0.08
7435,0.08
7436,0.0
7437,0.24
7438,0.16
7439,0.08
7440,0.0
7441,0.0
7442,0.12
7443,0.08
7444,0.04
7445,0.4
7446,0.0
7447,0.32
7448,0.0
7449,0.76
7450,0.0
7451,0.0
7452,0.08
7453,0.16
7454,0.88
7455,0.8
7456,0.0
7457,0.28
7458,0.0
7459,0.12
7460,0.84
7461,0.16
7462,0.0
7463,0.04
7464,0.52
7465,0.12
7466,0.08
7467,0.36
7468,0.6
7469,0.68
7470,0.32
7471,0.6
7472,0.2
7473,0.48
7474,0.0
7475,0.28
7476,0.16
7477,0.8
7478,0.0
7479,0.12
7480,0.0
7481,0.48
7482,0.36
7483,0.52
7484,0.0
7485,0.04
7486,0.36
7487,0.24
7488,0.0
7489,0.4
7490,0.2
7491,0.08
7492,0.0
7493,0.44
7494,0.04
7495,0.24
7496,0.56
7497,0.0
7498,0.48
7499,0.72
7500,0.0
7501,0.32
7502,0.0
7503,0.28
7504,0.4
7505,0.0
7506,0.04
7507,0.88
7508,0.6
7509,0.96
7510,0.92
7511,0.0
7512,0.44
7513,0.16
7514,0.44
7515,0.08
7516,0.56
7517,0.04
7518,1.0
7519,0.16
7520,0.04
7521,0.0
7522,0.32
7523,0.68
7524,0.44
7525,0.16
7526,0.0
7527,0.44
7528,0.8
7529,0.44
7530,0.64
7531,0.04
7532,0.0
7533,0.76
7534,0.44
7535,0.24
7536,0.0
7537,0.0
7538,0.0
7539,0.0
7540,0.04
7541,0.08
7542,0.04
7543,0.12
7544,0.04
7545,0.48
7546,0.0
7547,0.0
7548,0.24
7549,0.32
7550,0.64
7551,0.92
7552,0.76
7553,0.0
7554,0.08
7555,0.4
7556,0.0
7557,0.08
7558,0.64
7559,0.0
7560,0.04
7561,0.12
7562,0.72
7563,0.0
7564,0.08
7565,0.76
7566,0.16
7567,0.44
7568,0.76
7569,0.08
7570,0.08
7571,0.24
7572,0.08
7573,0.2
7574,0.12
7575,0.0
7576,0.24
7577,0.36
7578,0.84
7579,0.2
7580,0.04
7581,0.36
7582,0.36
7583,0.12
7584,0.08
7585,0.12
7586,0.04
7587,0.08
7588,0.36
7589,0.0
7590,0.44
7591,0.6
7592,0.04
7593,0.2
7594,0.16
7595,0.04
7596,0.2
7597,0.64
7598,0.0
7599,0.0
7600,0.08
7601,0.84
7602,0.08
7603,0.92
7604,0.16
7605,0.68
7606,0.68
7607,0.2
7608,0.0
7609,1.0
7610,0.0
7611,0.2
7612,0.0
7613,0.0
7614,0.84
7615,0.8
7616,0.4
7617,0.12
7618,0.04
7619,0.0
7620,0.12
7621,0.0
7622,0.48
7623,0.0
7624,0.44
7625,0.0
7626,0.12
7627,0.4
7628,0.0
7629,0.28
7630,0.0
7631,0.52
7632,0.56
7633,0.0
7634,0.76
7635,0.08
7636,0.44
7637,0.0
7638,0.6
7639,0.0
7640,0.0
7641,0.04
7642,0.0
7643,0.8
7644,0.48
7645,0.0
7646,0.52
7647,0.0
7648,0.0
7649,0.28
7650,0.92
7651,0.16
7652,0.52
7653,0.0
7654,0.68
7655,0.48
7656,0.24
7657,0.48
7658,0.0
7659,0.68
7660,0.04
7661,0.0
7662,0.0
7663,0.0
7664,0.12
7665,0.12
7666,0.0
7667,0.0
7668,0.56
7669,0.2
7670,0.0
7671,0.52
7672,0.0
7673,0.0
7674,0.04
7675,0.4
7676,0.24
7677,0.04
7678,0.0
7679,0.24
7680,0.2
7681,0.6
7682,0.6
7683,0.0
7684,0.08
7685,0.0
7686,0.6
7687,0.0
7688,0.48
7689,0.24
7690,0.24
7691,0.28
7692,0.0
7693,0.0
7694,0.0
7695,0.0
7696,0.0
7697,0.0
7698,0.28
7699,0.0
7700,0.08
7701,0.0
7702,0.12
7703,0.92
7704,0.08
7705,0.12
7706,0.0
7707,0.12
7708,0.44
7709,0.0
7710,0.16
7711,0.88
7712,0.16
7713,0.52
7714,0.48
7715,0.0
7716,0.0
7717,0.32
7718,0.0
7719,0.72
7720,0.0
7721,0.32
7722,0.52
7723,0.36
7724,0.04
7725,0.64
7726,0.12
7727,0.4
7728,0.36
7729,0.52
7730,0.88
7731,0.36
7732,0.24
7733,0.04
7734,0.48
7735,0.0
7736,0.0
7737,0.2
7738,0.28
7739,0.04
7740,0.0
7741,0.52
7742,0.0
7743,0.0
7744,0.0
7745,0.0
7746,0.52
7747,0.2
7748,0.28
7749,0.8
7750,0.16
7751,0.08
7752,0.16
7753,0.0
7754,0.0
7755,0.8
7756,0.0
7757,0.08
7758,0.2
7759,0.16
7760,0.2
7761,0.0
7762,0.0
7763,0.72
7764,0.28
7765,0.4
7766,0.16
7767,0.2
7768,0.0
7769,0.08
7770,0.0
7771,0.04
7772,0.0
7773,0.0
7774,0.4
7775,0.0
7776,0.0
7777,0.0
7778,0.0
7779,0.0
7780,0.16
7781,0.0
7782,0.16
7783,0.04
7784,0.0
7785,0.04
7786,0.04
7787,0.0
7788,0.04
7789,0.0
7790,0.92
7791,0.16
7792,0.32
7793,0.36
7794,0.04
7795,0.08
7796,0.36
7797,0.0
7798,0.0
7799,0.12
7800,0.0
7801,0.0
7802,0.04
7803,0.44
7804,1.0
7805,0.84
7806,0.84
7807,0.0
7808,0.4
7809,0.48
7810,0.0
7811,0.0
7812,0.96
7813,0.28
7814,0.0
7815,0.0
7816,0.08
7817,0.04
7818,0.28
7819,0.36
7820,0.04
7821,0.56
7822,0.08
7823,0.76
7824,0.08
7825,0.0
7826,0.04
7827,0.12
7828,0.72
7829,0.12
7830,0.04
7831,0.08
7832,0.04
7833,0.08
7834,0.52
7835,0.12
7836,0.12
7837,0.24
7838,0.12
7839,0.16
7840,0.0
7841,0.0
7842,0.0
7843,0.88
7844,0.0
7845,0.0
7846,0.08
7847,0.16
7848,0.0
7849,0.28
7850,0.04
7851,0.0
7852,0.28
7853,0.16
7854,1.0
7855,0.88
7856,0.0
7857,0.88
7858,0.0
7859,0.2
7860,0.0
7861,0.16
7862,0.2
7863,0.04
7864,0.08
7865,0.48
7866,0.4
7867,0.0
7868,0.08
7869,0.16
7870,0.0
7871,0.0
7872,0.0
7873,0.04
7874,0.56
7875,0.4
7876,0.0
7877,0.08
7878,0.04
7879,0.4
7880,0.0
7881,1.0
7882,0.08
7883,0.08
7884,0.0
7885,0.0
7886,0.0
7887,0.0
7888,0.72
7889,0.24
7890,0.0
7891,0.96
7892,0.04
7893,0.84
7894,0.04
7895,0.12
7896,0.0
7897,0.48
7898,0.32
7899,0.0
7900,0.04
7901,0.4
7902,0.0
7903,0.96
7904,0.84
7905,0.0
7906,0.0
7907,0.4
7908,0.72
7909,0.28
7910,0.92
7911,0.44
7912,0.04
7913,0.16
7914,0.96
7915,0.28
7916,0.08
7917,0.16
7918,0.08
7919,0.08
7920,0.04
7921,0.32
7922,0.0
7923,0.0
7924,0.0
7925,0.0
7926,0.0
7927,0.0
7928,0.24
7929,0.76
7930,0.12
7931,0.0
7932,0.32
7933,0.92
7934,0.0
7935,0.16
7936,0.0
7937,0.0
7938,0.0
7939,0.0
7940,0.44
7941,0.0
7942,0.56
7943,0.0
7944,0.24
7945,0.24
7946,0.56
7947,0.0
7948,0.08
7949,0.08
7950,0.28
7951,0.0
7952,0.36
7953,0.16
7954,0.0
7955,0.48
7956,0.96
7957,0.24
7958,0.0
7959,0.76
7960,0.4
7961,0.04
7962,0.12
7963,0.96
7964,0.64
7965,0.08
7966,0.0
7967,0.04
7968,0.0
7969,0.76
7970,0.0
7971,0.48
7972,0.48
7973,0.04
7974,0.36
7975,0.4
7976,0.64
7977,0.04
7978,0.04
7979,0.0
7980,0.24
7981,0.0
7982,0.32
7983,0.0
7984,1.0
7985,0.48
7986,0.0
7987,0.08
7988,0.16
7989,0.04
7990,0.04
7991,0.88
7992,0.68
7993,0.0
7994,0.24
7995,0.0
7996,0.16
7997,0.0
7998,0.68
7999,0.04
8000,0.04
8001,0.44
8002,0.88
8003,0.0
8004,0.04
8005,0.0
8006,0.48
8007,0.12
8008,0.12
8009,0.0
8010,0.12
8011,0.0
8012,0.32
8013,0.12
8014,0.28
8015,0.48
8016,0.08
8017,0.24
8018,0.0
8019,0.64
8020,0.08
8021,0.4
8022,0.96
8023,0.0
8024,0.0
8025,0.0
8026,0.2
8027,0.0
8028,0.0
8029,0.8
8030,0.48
8031,0.68
8032,0.08
8033,0.36
8034,0.08
8035,0.08
8036,0.44
8037,0.12
8038,0.36
8039,0.84
8040,0.0
8041,0.0
8042,0.12
8043,0.04
8044,0.48
8045,0.28
8046,0.0
8047,0.0
8048,0.64
8049,1.0
8050,0.6
8051,0.68
8052,0.2
8053,0.36
8054,0.16
8055,0.04
8056,0.72
8057,0.56
8058,0.0
8059,0.32
8060,0.0
8061,0.12
8062,0.72
8063,0.24
8064,0.8
8065,0.28
8066,0.4
8067,0.68
8068,0.0
8069,0.96
8070,0.0
8071,0.24
8072,0.64
8073,0.04
8074,0.0
8075,0.64
8076,0.0
8077,0.0
8078,0.24
8079,0.08
8080,0.04
8081,0.0
8082,0.08
8083,0.0
8084,0.0
8085,0.16
8086,0.32
8087,0.52
8088,0.04
8089,0.6
8090,0.0
8091,0.0
8092,0.12
8093,0.0
8094,0.52
8095,0.2
8096,0.48
8097,0.0
8098,0.0
8099,0.08
8100,0.0
8101,0.64
8102,0.04
8103,0.0
8104,0.0
8105,0.04
8106,0.16
8107,0.44
8108,0.04
8109,0.12
8110,0.04
8111,0.24
8112,0.04
8113,0.0
8114,0.0
8115,0.6
8116,0.0
8117,0.04
8118,0.76
8119,0.08
8120,0.4
8121,0.16
8122,0.0
8123,0.04
8124,0.0
8125,0.0
8126,0.16
8127,0.0
8128,0.6
8129,0.16
8130,0.6
8131,0.0
8132,0.0
8133,0.76
8134,0.32
8135,0.28
8136,0.0
8137,0.52
