age,education-num,sex,capital-gain,capital-loss,hours-per-week,wage,marital_status_num,occupation_com_House_Services,occupation_com_Other,occupation_com_Professional,occupation_com_Specialty,occupation_com_Tech/sales,workclass_com_ Government,workclass_com_ Other,workclass_com_ Private,workclass_com_ Self-employed,cap_gain_binary,cap_loss_binary,gdp_pc
47,10,1,0,0,40,0,0,0,0,1,0,0,1,0,0,0,0,0,41524.09
48,6,1,0,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,41524.09
28,9,1,0,0,50,0,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
33,13,1,0,0,40,1,1,0,0,1,0,0,1,0,0,0,0,0,41524.09
44,13,1,0,1977,40,1,1,0,0,0,1,0,0,0,1,0,0,1,41524.09
33,11,1,0,0,56,0,0,0,0,0,0,1,1,0,0,0,0,0,41524.09
26,10,1,0,0,25,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
22,11,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
34,10,1,0,0,55,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
31,10,1,0,0,45,0,0,0,0,1,0,0,0,0,0,1,0,0,41524.09
73,9,1,0,0,15,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
38,11,1,0,0,40,0,1,0,0,1,0,0,1,0,0,0,0,0,41524.09
51,10,1,0,0,40,1,1,0,0,1,0,0,0,0,0,1,0,0,41524.09
36,10,1,0,0,40,0,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
29,10,1,7688,0,54,1,1,0,0,0,0,1,0,0,1,0,1,0,41524.09
64,9,1,0,0,15,1,1,0,0,0,0,1,0,0,0,1,0,0,41524.09
24,10,1,0,0,55,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
21,10,1,0,0,20,0,0,0,0,1,0,0,1,0,0,0,0,0,41524.09
28,10,1,0,0,60,1,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
18,7,1,0,0,25,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
41,9,1,0,0,50,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
17,5,1,0,0,16,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
58,16,1,0,0,50,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
50,13,1,0,0,8,0,1,0,0,0,0,1,0,0,0,1,0,0,41524.09
30,7,1,0,0,40,0,0,1,0,0,0,0,0,0,1,0,0,0,13701.804500000002
47,9,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
24,10,1,0,0,20,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
50,10,1,0,0,40,0,1,0,0,1,0,0,1,0,0,0,0,0,41524.09
29,14,1,0,0,55,0,0,0,0,1,0,0,0,0,1,0,0,0,29865.442000000006
31,16,1,0,0,40,1,1,0,0,1,0,0,0,0,0,1,0,0,41524.09
40,9,1,0,0,70,1,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
31,10,1,0,0,60,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
53,5,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
33,9,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
43,13,1,0,0,40,0,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
56,10,1,7688,0,50,1,1,0,0,1,0,0,0,0,1,0,1,0,41524.09
38,13,1,0,0,50,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
18,7,1,0,0,30,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
50,9,1,0,0,40,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
78,9,1,2329,0,12,0,0,0,0,0,0,1,0,0,1,0,1,0,41524.09
27,7,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
19,10,1,0,0,25,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
24,13,1,0,0,40,0,0,0,0,0,0,1,1,0,0,0,0,0,41524.09
20,10,1,0,1602,15,0,0,0,0,0,0,1,0,0,1,0,0,1,41524.09
25,14,1,0,0,35,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
34,13,1,0,0,50,1,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
30,11,1,0,0,35,0,1,0,0,0,0,1,0,0,0,1,0,0,41524.09
37,14,1,0,0,40,0,0,0,0,1,0,0,1,0,0,0,0,0,41524.09
38,9,1,0,0,48,1,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
67,9,1,0,0,12,0,1,0,1,0,0,0,0,1,0,0,0,0,4118.766
35,9,1,0,0,30,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
75,9,1,0,0,30,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
47,10,1,0,0,50,0,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
23,6,1,0,0,40,0,1,1,0,0,0,0,0,0,1,0,0,0,41524.09
51,9,1,0,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,41524.09
42,9,1,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,0,41524.09
32,10,1,0,0,32,1,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
54,9,1,0,0,35,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
20,10,1,0,0,40,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
39,9,1,0,0,40,1,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
41,9,1,7688,0,38,1,1,0,0,0,1,0,0,0,1,0,1,0,41524.09
35,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
45,13,1,0,0,35,1,1,0,0,0,1,0,1,0,0,0,0,0,41524.09
27,13,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
61,4,1,0,0,30,1,1,0,0,0,0,1,0,0,0,1,0,0,41524.09
41,9,1,0,0,50,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
22,10,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
55,10,1,15024,0,40,1,1,0,0,0,1,0,0,0,1,0,1,0,41524.09
66,13,1,0,0,6,0,1,0,1,0,0,0,0,1,0,0,0,0,41524.09
25,10,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
20,10,1,0,0,35,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
20,10,1,0,0,35,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
67,13,1,0,0,16,0,1,0,0,1,0,0,0,0,0,1,0,0,41524.09
44,10,1,0,0,60,1,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
42,9,1,0,0,60,1,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
29,10,1,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,0,7429.8225
48,10,1,0,0,38,1,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
25,9,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
31,9,1,0,0,99,1,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
48,13,1,0,2472,70,1,0,0,0,0,0,1,0,0,1,0,0,1,41524.09
40,14,1,0,0,20,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
26,10,1,0,0,40,0,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
28,9,1,0,0,35,0,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
52,10,1,0,0,40,1,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
41,9,1,0,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,41524.09
39,13,1,0,0,50,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
48,9,1,0,0,16,0,0,0,1,0,0,0,0,0,1,0,0,0,15289.695
19,9,1,0,0,30,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
27,10,1,0,1651,40,0,1,0,0,0,1,0,0,0,1,0,0,1,41524.09
59,11,1,0,1740,50,0,1,0,0,0,0,1,0,0,1,0,0,1,41524.09
19,10,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
32,9,1,0,0,50,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
39,9,1,0,0,40,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
33,9,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
38,9,1,0,0,40,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
27,10,1,0,0,45,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
23,9,1,0,0,45,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
59,11,1,0,0,48,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
25,13,1,0,0,20,0,0,0,1,0,0,0,1,0,0,0,0,0,2147.23325
37,12,1,0,0,68,0,1,0,0,0,0,1,0,0,0,1,0,0,41524.09
31,9,1,0,0,65,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
24,12,1,0,0,37,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
53,13,1,0,0,38,0,0,0,1,0,0,0,1,0,0,0,0,0,6615.4038
26,10,1,0,0,40,0,0,1,0,0,0,0,0,0,1,0,0,0,12157.0215
25,10,1,0,0,40,1,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
59,7,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
39,9,1,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,0,41524.09
28,10,1,0,0,40,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
22,9,1,0,0,40,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
20,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,5478.5869
25,10,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
27,10,1,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
20,9,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
63,10,1,0,0,24,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
43,6,1,0,0,25,0,0,0,0,0,1,0,0,0,0,1,0,0,41524.09
39,10,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
27,13,1,0,0,45,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
17,6,1,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
40,15,1,0,0,72,0,1,0,0,1,0,0,1,0,0,0,0,0,41524.09
50,10,1,0,0,48,1,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
23,13,1,0,0,35,0,0,0,1,0,0,0,0,0,0,1,0,0,41524.09
60,9,1,7298,0,65,1,1,0,0,0,0,1,0,0,1,0,1,0,41524.09
30,9,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
24,9,1,0,0,50,0,1,1,0,0,0,0,0,0,1,0,0,0,41524.09
23,13,1,0,0,20,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
24,13,1,5013,0,30,0,1,0,0,1,0,0,0,0,1,0,1,0,41524.09
45,13,1,0,0,20,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
58,10,1,7298,0,60,1,1,0,0,1,0,0,0,0,0,1,1,0,41524.09
22,10,1,0,0,20,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
41,10,1,0,0,40,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
48,4,1,0,0,40,1,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
31,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
33,15,1,0,1977,50,1,1,0,0,1,0,0,0,0,1,0,0,1,41524.09
49,13,1,0,0,50,0,1,0,0,1,0,0,0,0,0,1,0,0,41524.09
30,13,1,7688,0,50,1,1,0,0,1,0,0,0,0,1,0,1,0,41524.09
38,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
58,9,1,0,0,48,0,1,0,0,0,1,0,1,0,0,0,0,0,41524.09
58,13,1,0,0,50,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
61,9,1,0,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,41524.09
58,9,1,7688,0,40,1,1,0,0,0,0,1,0,0,1,0,1,0,41524.09
32,11,1,0,0,45,1,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
33,9,1,0,0,50,0,0,0,0,0,1,0,0,0,0,1,0,0,41524.09
28,13,1,0,0,50,1,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
22,10,1,0,0,11,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
35,9,1,0,0,40,1,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
59,9,1,0,0,55,0,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
45,15,1,7688,0,40,1,1,0,0,1,0,0,0,0,0,1,1,0,12157.0215
50,9,1,0,0,40,0,1,0,0,0,0,1,0,0,0,1,0,0,41524.09
56,8,1,0,0,40,0,0,0,0,1,0,0,0,0,0,1,0,0,41524.09
36,9,1,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0,0,41524.09
18,6,1,0,0,30,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
28,10,1,0,0,60,0,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
42,11,1,0,0,40,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
60,9,1,0,0,40,0,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
41,10,1,0,0,91,0,1,0,0,0,0,1,0,0,0,1,0,0,41524.09
42,13,1,7298,0,45,1,1,0,0,0,0,1,0,0,1,0,1,0,41524.09
36,9,1,0,0,55,1,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
52,14,1,0,0,40,1,1,0,0,1,0,0,1,0,0,0,0,0,41524.09
42,9,1,0,0,40,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
26,10,1,0,0,55,1,1,0,0,0,0,1,1,0,0,0,0,0,41524.09
31,13,1,0,0,40,0,0,0,0,1,0,0,1,0,0,0,0,0,41524.09
47,3,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,13701.804500000002
35,10,1,0,0,50,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
19,5,1,0,0,25,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
59,10,1,0,0,80,1,1,0,0,0,0,1,0,0,0,1,0,0,41524.09
38,13,1,0,0,40,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
36,13,1,0,0,50,0,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
35,14,1,0,0,55,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
39,9,1,0,0,30,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
64,10,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
17,6,1,0,0,25,0,0,0,1,0,0,0,1,0,0,0,0,0,41524.09
49,10,1,0,0,32,0,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
19,10,1,0,0,25,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
36,9,1,3137,0,40,0,1,0,0,1,0,0,0,0,0,1,1,0,41524.09
26,9,1,0,0,45,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
27,3,1,2176,0,40,0,0,1,0,0,0,0,0,0,1,0,1,0,5478.5869
66,13,1,20051,0,40,1,1,0,0,1,0,0,0,0,1,0,1,0,41524.09
38,4,1,0,0,40,0,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
25,13,1,0,0,25,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
19,9,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
30,12,1,4787,0,50,1,0,0,0,0,1,0,0,0,1,0,1,0,41524.09
22,11,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,12157.0215
60,10,1,0,0,44,1,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
54,10,1,0,1977,18,1,1,0,0,0,0,1,0,0,1,0,0,1,41524.09
46,9,1,0,0,37,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
33,10,1,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,0,41524.09
51,14,1,0,0,40,0,0,0,0,1,0,0,1,0,0,0,0,0,41524.09
43,15,1,15024,0,60,1,1,0,0,1,0,0,0,0,1,0,1,0,41524.09
18,9,1,0,0,30,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
60,9,1,0,0,25,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
39,9,1,0,0,60,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
23,13,1,3325,0,40,0,0,0,0,0,0,1,0,0,1,0,1,0,41524.09
39,12,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
40,10,1,0,0,40,0,0,0,0,1,0,0,1,0,0,0,0,0,41524.09
48,10,1,0,0,65,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
24,9,1,0,0,40,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
32,9,1,0,0,40,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
31,10,1,0,0,60,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
39,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
27,14,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
45,14,1,0,0,38,0,0,0,1,0,0,0,1,0,0,0,0,0,41524.09
22,9,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
31,13,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,2075.4292
63,9,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
45,13,1,0,0,50,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
28,10,1,0,0,50,0,0,0,1,0,0,0,1,0,0,0,0,0,41524.09
23,13,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
50,9,1,0,0,44,1,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
33,8,1,0,0,40,0,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
22,10,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
27,13,1,13550,0,46,1,0,0,0,0,0,1,0,0,1,0,1,0,41524.09
29,10,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
36,9,1,0,0,35,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
60,2,1,0,0,40,1,1,0,0,0,1,0,0,0,1,0,0,0,13701.804500000002
46,13,1,0,0,50,0,1,0,0,0,1,0,0,0,1,0,0,0,12157.0215
67,14,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
20,10,1,0,0,15,0,0,0,1,0,0,0,0,1,0,0,0,0,32212.181
23,13,1,0,0,55,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
38,9,1,0,0,50,0,1,0,0,1,0,0,0,0,0,1,0,0,41524.09
60,15,1,0,0,40,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
20,10,1,0,0,35,0,0,0,0,0,1,0,0,0,0,1,0,0,41524.09
37,10,1,0,0,48,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
37,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
58,9,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
25,13,1,0,0,30,0,0,0,0,0,1,0,0,0,1,0,0,0,34365.786
27,10,1,0,0,60,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
33,10,1,0,0,55,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
43,10,1,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,0,41524.09
21,10,1,0,0,20,0,0,0,0,0,0,1,1,0,0,0,0,0,41524.09
45,9,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,13701.804500000002
44,3,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
52,4,1,0,0,40,0,1,0,1,0,0,0,0,1,0,0,0,0,41524.09
53,9,1,4787,0,46,1,0,0,0,1,0,0,0,0,1,0,1,0,41524.09
31,9,1,0,0,20,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
18,7,1,0,0,15,0,0,0,1,0,0,0,1,0,0,0,0,0,4118.766
20,9,1,0,0,30,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
32,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
48,6,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
46,9,1,0,0,40,0,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
28,9,1,0,0,50,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
27,9,1,0,0,40,0,0,0,0,0,0,1,0,0,0,1,0,0,41524.09
18,10,1,0,0,32,0,0,0,0,0,0,1,1,0,0,0,0,0,41524.09
69,9,1,9386,0,12,1,1,0,0,1,0,0,0,0,0,1,1,0,41524.09
50,14,1,0,0,40,1,1,0,0,0,0,1,0,0,0,1,0,0,41524.09
43,9,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,22762.6065
32,13,1,0,0,30,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
43,9,1,0,0,48,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
52,9,1,7688,0,55,1,1,0,0,0,0,1,0,0,0,1,1,0,41524.09
50,13,1,0,0,40,1,1,0,0,1,0,0,0,0,1,0,0,0,12157.0215
35,10,1,0,0,40,1,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
20,9,1,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
73,9,1,0,0,65,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
46,9,1,0,0,45,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
58,9,1,0,0,60,1,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
46,15,1,15024,0,60,1,1,0,0,1,0,0,0,0,0,1,1,0,41524.09
40,9,1,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
25,13,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
22,12,1,0,0,25,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
33,13,1,0,0,40,0,1,0,0,1,0,0,1,0,0,0,0,0,41524.09
49,11,1,0,0,40,0,1,0,0,0,1,0,1,0,0,0,0,0,41524.09
62,6,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
56,10,1,0,0,48,0,0,0,0,0,0,1,1,0,0,0,0,0,41524.09
24,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,13701.804500000002
42,9,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
41,14,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
23,13,1,0,0,66,0,0,0,1,0,0,0,0,0,1,0,0,0,7429.8225
22,10,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
35,13,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
42,9,1,0,0,40,0,0,1,0,0,0,0,0,0,1,0,0,0,12157.0215
22,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,13701.804500000002
32,9,1,0,0,50,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
25,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
66,3,1,0,0,15,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
26,9,1,0,0,38,0,1,0,0,0,0,1,1,0,0,0,0,0,41524.09
46,10,1,3325,0,55,0,0,0,0,0,1,0,0,0,1,0,1,0,41524.09
55,13,1,0,0,45,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
24,9,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
25,9,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
22,10,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
31,9,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
30,9,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
54,9,1,0,0,15,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
19,10,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
56,5,1,0,0,40,1,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
47,9,1,0,0,60,0,1,0,0,0,1,0,0,0,1,0,0,0,32159.551
29,9,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
53,9,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
22,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
50,13,1,0,1902,60,1,1,0,1,0,0,0,0,1,0,0,0,1,41524.09
42,9,1,0,0,40,1,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
21,10,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
36,9,1,0,0,70,0,0,0,1,0,0,0,0,0,0,1,0,0,41524.09
60,3,1,0,0,40,1,1,0,0,0,0,1,0,0,1,0,0,0,12157.0215
69,11,1,0,0,25,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
31,9,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
48,10,1,0,0,55,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
23,9,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
24,12,1,8614,0,40,1,0,0,0,0,1,0,0,0,1,0,1,0,41524.09
47,9,1,0,0,40,1,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
36,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
39,12,1,0,0,50,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
22,9,1,0,0,46,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
27,13,1,10520,0,45,1,0,0,0,0,0,1,0,0,1,0,1,0,41524.09
36,9,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
54,2,1,0,0,40,0,1,0,1,0,0,0,0,0,1,0,0,0,13701.804500000002
33,9,1,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,0,41524.09
42,9,1,7688,0,50,1,1,0,0,1,0,0,0,0,1,0,1,0,41524.09
52,10,1,0,0,65,0,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
23,13,1,0,0,32,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
33,2,1,0,0,40,0,1,1,0,0,0,0,0,0,1,0,0,0,13701.804500000002
30,11,1,0,0,38,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
35,11,1,0,0,38,0,1,0,0,0,0,1,0,0,1,0,0,0,7754.24265
35,11,1,0,0,20,1,1,0,1,0,0,0,0,1,0,0,0,0,41524.09
27,9,1,0,0,37,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
24,9,1,0,0,35,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
44,9,1,0,0,40,0,1,0,0,0,1,0,1,0,0,0,0,0,41524.09
62,11,1,0,0,20,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
45,13,1,15024,0,40,1,1,0,0,1,0,0,0,0,1,0,1,0,41524.09
75,9,1,0,0,20,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
47,13,1,0,0,50,0,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
